"OPEID","INSTNM","CITY","STABBR","ZIP","CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
138000,"Western Connecticut State University","Danbury","CT","06810-6826",1,0,7356,0.6549,0.4447,17050,15864,18259,1036.5,0.5673,5184
142800,"Delaware State University","Dover","DE","19901",1,0,6458,0.4168,0.3717,15000,13161,18259,890,0.7236,3719
142900,"Goldey-Beacom College","Wilmington","DE","19808",2,0,12871,0.5231,0.4255,16000,8792,19510,1036.5,0.568,548
794800,"Wilmington University","New Castle","DE","19720",2,0,9321,0.7167,0.3897,14000,8792,15001,1036.5,0.4817,8475
146000,"Trinity Washington University","Washington","DC","20017-1094",2,0,15223,0.5231,0.3394,16375,8792,14421,1036.5,0.7873,1810
146600,"Barry University","Miami","FL","33161-6695",2,0,16547,0.4678,0.3729,21500,8792,20129,930,0.7424,4284
146700,"Bethune-Cookman University","Daytona Beach","FL","32114-3099",2,0,9477,0.666,0.5505,18750,8792,17057,812,0.9369,3723
148000,"Florida Agricultural and Mechanical University","Tallahassee","FL","32307",1,0,5104,0.45,0.4094,20750,11905,18259,947,0.7476,8825
789300,"Flagler College-St Augustine","Saint Augustine","FL","32084",2,0,13574,0.4987,0.6309,16500,8792,21011,1096,0.6073,2839
3115500,"Adventist University of Health Sciences","Orlando","FL","32803",2,0,12441,0.1336,0.3953,15236,8792,18901,884,0.5668,2064
2329900,"Florida Institute of Ultrasound Inc","Pensacola","FL","32514",3,0,5020,0.7167,0.46545,16000,8792,18259,1036.5,0.7027,68
148600,"Florida Memorial University","Miami Gardens","FL","33054-6199",2,0,14254,0.4159,0.3961,23750,8792,16493,1036.5,0.9209,1517
148800,"Florida Southern College","Lakeland","FL","33801-5698",2,0,15831,0.4989,0.5816,18375,8792,21558,1102,0.655,2379
149500,"Jacksonville University","Jacksonville","FL","32211-3394",2,0,12056,0.4737,0.3821,15000,8792,21216,1010,0.5116,3360
149700,"Jones College-Jacksonville","Jacksonville","FL","32211",2,0,3691,0.7167,0.2381,18856,8792,13007,1036.5,0.8393,445
3100900,"Luther Rice University & Seminary","Lithonia","GA","30038-9869",2,0,5859,0.7167,0.5,16668,8792,19921,1036.5,0.5313,510
177201,"Trinity International University-Florida","Davie","FL","33324",2,0,14531,0.9372,0.46545,20422,8792,18259,1036.5,0,257
407215,"Northwood University-Florida","West Palm Beach","FL","33409-2911",2,0,13200,0.5093,0.3525,18750,8792,14979,932,0.5529,609
152600,"Saint Leo University","Saint Leo","FL","33574-6665",2,0,9377,0.7662,0.4583,17500,8792,21193,1036.5,0.527,11993
146800,"St Thomas University","Miami Gardens","FL","33054-6459",2,0,15717,0.4567,0.3829,16500,8792,18466,904,0.5998,1035
841700,"Stenotype Institute of Jacksonville Inc-Jacksonville","Jacksonville","FL","32207",3,0,12476,0.7167,0.46545,28500,8792,25137,1036.5,0.7841,226
152100,"Southeastern University","Lakeland","FL","33801-6034",2,0,12284,0.5932,0.3835,14250,8792,18732,955,0.6401,2633
153400,"Everest University-Tampa","Tampa","FL","33614",3,0,10008,0.7167,0.3502,16382,8792,22437,1036.5,0.6492,738
154200,"Agnes Scott College","Decatur","GA","30030-3797",2,0,12153,0.6687,0.7202,20500,8792,18635,1036.5,0.6576,858
154400,"Albany State University","Albany","GA","31705",1,0,4431,0.1992,0.4249,24500,13154,18259,887,0.9045,3566
154700,"Point University","West Point","GA","31833",2,0,8779,0.5353,0.4776,19500,8792,17800,946,0.8442,1354
155400,"Berry College","Mount Berry","GA","30149",2,0,12900,0.6032,0.6015,15750,8792,21327,1186,0.5566,2122
3076300,"Beulah Heights University","Atlanta","GA","30316",2,0,5419,0.7167,0.6429,27362,8792,10339,1036.5,0.6732,554
155600,"Brenau University","Gainesville","GA","30501-3668",2,0,12867,0.7829,0.4554,18638,8792,15493,957,0.7464,1683
2060900,"Brown College of Court Reporting","Atlanta","GA","30318",3,0,11441,0.8182,0.46545,15300,8792,24427,1036.5,0.6349,233
897600,"Clayton State University","Morrow","GA","30260-0285",1,0,4628,0.477,0.2671,18997,12015,18259,939,0.6983,6445
156100,"Columbus State University","Columbus","GA","31907-5645",1,0,5949,0.5543,0.3012,14750,11560,18259,984,0.607,6849
348400,"Covenant College","Lookout Mountain","GA","30750-4164",2,0,14593,0.5704,0.5808,18500,8792,20141,1173,0.5765,1063
156600,"Fort Valley State University","Fort Valley","GA","31030-4313",1,0,2973,0.3273,0.3017,19000,14220,18259,830,0.8818,2805
411700,"Grady Health System Professional Schools","Atlanta","GA","30303-3050",1,0,4855,0.7167,0.46545,15962.5,8792,18259,1036.5,0.3902,60
156900,"Georgia Institute of Technology-Main Campus","Atlanta","GA","30332-0530",1,0,12234,0.5493,0.8219,20750,11053,18259,1352,0.3387,13975
160200,"Georgia College and State University","Milledgeville","GA","31061",1,0,7701,0.6798,0.6115,16250,16352,18259,1126,0.4774,5636
157800,"LaGrange College","Lagrange","GA","30240-2999",2,0,13383,0.5837,0.375,18686.5,8792,17828,995,0.7986,854
158000,"Mercer University","Macon","GA","31207",2,0,15801,0.69,0.5947,21500,8792,19472,1171,0.6878,4304
158600,"Oglethorpe University","Atlanta","GA","30319-2797",2,0,11922,0.5576,0.6201,18459,8792,19721,1131,0.7455,1020
158700,"Paine College","Augusta","GA","30901-3182",2,0,11414,0.4377,0.2093,15150,8792,14392,778,0.8841,921
158800,"Piedmont College","Demorest","GA","30535-0010",2,0,8071,0.6118,0.4611,16703,8792,15989,1001,0.74,1281
159000,"Savannah State University","Savannah","GA","31404-5310",1,0,2937,0.8299,0.2908,17126,10184,18259,847,0.857,4462
159100,"Shorter University","Rome","GA","30165",2,0,9161,0.6807,0.4638,25250,8792,17121,954,0.6632,1518
157000,"Southern Polytechnic State University","Marietta","GA","30060-2896",1,0,6239,0.7798,0.3657,14750,10889,18259,1123,0.5644,5636
159600,"Toccoa Falls College","Toccoa Falls","GA","30598",2,0,9853,0.494,0.4679,15250,8792,16526,1000,0.7263,817
159900,"Valdosta State University","Valdosta","GA","31698",1,0,5388,0.5522,0.4017,16000,15672,18259,1033,0.6571,9634
160000,"Wesleyan College","Macon","GA","31210-4462",2,0,9336,0.4339,0.6389,19000,8792,13232,982,0.4495,530
160100,"University of West Georgia","Carrollton","GA","30118-0001",1,0,5394,0.5385,0.4287,14250,13514,18259,950,0.6619,9777
160500,"Chaminade University of Honolulu","Honolulu","HI","96816-1578",2,0,13775,0.8359,0.3843,15969.5,8792,19551,972,0.4346,1864
727900,"Hawaii Pacific University","Honolulu","HI","96813",2,0,14333,0.6411,0.3961,16250,8792,20967,1005,0.4436,5386
162000,"Idaho State University","Pocatello","ID","83209",1,0,6823,0.7167,0.3387,14750,15104,18259,1036.5,0.537,9337
162600,"University of Idaho","Moscow","ID","83844-2282",1,0,7622,0.6565,0.5381,18550,13051,18259,1070,0.5423,8539
161700,"The College of Idaho","Caldwell","ID","83605-4432",2,0,10722,0.905,0.6652,20000,8792,16681,1070,0.6008,1086
162400,"Northwest Nazarene University","Nampa","ID","83686-5897",2,0,10827,0.617,0.4909,19500,8792,19101,1079,0.6407,1251
163400,"Aurora University","Aurora","IL","60506-4892",2,0,11016,0.7595,0.576,15000,8792,17075,1011,0.7184,3236
621403,"Blessing Rieman College of Nursing","Quincy","IL","62305-7005",2,0,10482,0.7167,0.55,15000,8792,18259,1036.5,0.4922,243
169400,"Chicago State University","Chicago","IL","60628-1598",1,0,8139,0.2865,0.207,20862.5,10373,18259,892,0.8495,4321
166600,"Concordia University-Chicago","River Forest","IL","60305-1499",2,0,13210,0.5441,0.5348,15750,8792,17881,1030,0.7873,1563
167400,"Eastern Illinois University","Charleston","IL","61920",1,0,7891,0.6191,0.6033,18750,17740,18259,1010,0.6699,8255
167600,"Elmhurst College","Elmhurst","IL","60126-3096",2,0,14793,0.718,0.7402,18791.5,8792,19466,1084,0.7156,2819
167800,"Eureka College","Eureka","IL","61530",2,0,13580,0.6781,0.6066,19000,8792,17773,1053,0.7931,667
893800,"Graham Hospital School of Nursing","Canton","IL","61520-2497",2,0,12401,0,0.46545,17895,8792,24018,1036.5,0.76,82
168400,"Greenville College","Greenville","IL","62246",2,0,11504,0.657,0.5049,16568,8792,19125,1033,0.7263,1101
176700,"Benedictine University","Lisle","IL","60532-0900",2,0,11908,0.695,0.5247,17188,8792,19778,1030,0.5865,3739
168800,"Illinois College","Jacksonville","IL","62650-2299",2,0,10968,0.6129,0.6357,20000,8792,17475,1024,0.768,981
169100,"Illinois Institute of Technology","Chicago","IL","60616",2,0,19094,0.5697,0.625,22015,8792,18984,1252,0.4559,2855
2160300,"International Academy of Design and Technology-Chicago","Chicago","IL","60602-3300",3,0,20909,0.7167,0.1682,28354,8792,14132,1036.5,0.8921,345
170000,"Judson University","Elgin","IL","60123-1498",2,0,12104,0.7069,0.5,18245.5,8792,21635,1045,0.8301,1020
170400,"Knox College","Galesburg","IL","61401-9999",2,0,17592,0.7496,0.7948,25000,8792,20818,1036.5,0.6147,1402
1050100,"Lakeview College of Nursing","Danville","IL","61832",2,0,16606,0.7167,0.46545,17296,8792,18259,1036.5,0.6372,284
170700,"Lewis University","Romeoville","IL","60446-2200",2,0,15275,0.5587,0.6246,20000,8792,18978,1088,0.6674,4489
170800,"Lincoln Christian University","Lincoln","IL","62656-2111",2,0,13726,0.6875,0.4667,18012,8792,19387,996,0.7496,613
171700,"MacMurray College","Jacksonville","IL","62650-2590",2,0,13222,0.7488,0.384,18000,8792,16086,964,0.8336,542
172200,"McKendree University","Lebanon","IL","62254-1291",2,0,10561,0.6289,0.4832,17613,8792,16914,1046,0.5946,2312
456800,"Midstate College","Peoria","IL","61614-3595",3,0,14752,0.84,0.4167,22230,8792,22314,1036.5,0.826,532
172400,"Millikin University","Decatur","IL","62522-2084",2,0,12527,0.5512,0.5979,22000,8792,19476,1087,0.761,2122
172500,"Monmouth College","Monmouth","IL","61462-1998",2,0,12890,0.6431,0.5827,22000,8792,15685,1049,0.8164,1247
173300,"National Louis University","Chicago","IL","60603",2,0,13963,0.9881,0.4286,16378,8792,19668,1036.5,0.6637,1393
173400,"North Central College","Naperville","IL","60540",2,0,16358,0.6365,0.639,20000,8792,21737,1125,0.6976,2700
173500,"North Park University","Chicago","IL","60625-4895",2,0,15687,0.5234,0.563,18750,8792,17575,1030,0.7099,2190
1236200,"Northwestern College-Chicago Campus","Chicago","IL","60630",3,0,11887,0.9196,0.46545,18820,8792,23488,1036.5,0.9487,430
174100,"Olivet Nazarene University","Bourbonnais","IL","60914-2271",2,0,10798,0.8196,0.5724,19802,8792,20015,1105,0.7045,3325
2069300,"Vatterott College-Quincy","Quincy","IL","62305",3,0,9770,0.7167,0.46545,16125.5,8792,17980,1036.5,0.2427,200
174800,"Rockford University","Rockford","IL","61108-2311",2,0,13521,0.4097,0.3947,18750,8792,22544,1029,0.9234,963
175000,"Dominican University","River Forest","IL","60305",2,0,14554,0.5997,0.6311,18656,8792,13902,1031,0.6566,2020
624000,"Saint Francis Medical Center College of Nursing","Peoria","IL","61603-3783",2,0,10018,0.7167,0.46545,16801,8792,18259,1036.5,0.5821,417
166400,"University of St Francis","Joliet","IL","60435-6188",2,0,15719,0.5141,0.5657,21000,8792,17873,1070,0.7678,1757
3098000,"St John's College of Nursing","Springfield","IL","62702",2,0,15862,0.7167,0.46545,20000,8792,18259,1036.5,0.9052,124
176800,"Saint Xavier University","Chicago","IL","60655",2,0,12927,0.5054,0.4714,19150,8792,16238,1010,0.7819,2891
933300,"University of Illinois at Springfield","Springfield","IL","62703-5407",1,0,6839,0.5977,0.4308,15000,10799,18259,1085,0.5521,2959
998700,"Saint Anthony College of Nursing","Rockford","IL","61108-2468",2,0,10996,0.7167,0.46545,24899,8792,18259,1036.5,0.6693,220
175900,"Southern Illinois University-Edwardsville","Edwardsville","IL","62026-1259",1,0,8030,0.8419,0.5041,14317,16702,18259,1050,0.6017,11179
177100,"Trinity Christian College","Palos Heights","IL","60463-0929",2,0,17333,0.9022,0.5816,21411,8792,20439,1053,0.7533,1191
177200,"Trinity International University-Illinois","Deerfield","IL","60015-1283",2,0,11132,0.9372,0.4545,20422,8792,19694,1049,0.8743,899
2214100,"Resurrection University","Chicago","IL","60622",2,0,19976,0.7167,0.46545,25000,8792,18259,1036.5,0.3305,321
178000,"Western Illinois University","Macomb","IL","61455",1,0,7597,0.5931,0.561,17729,18373,18259,970,0.7025,9873
178500,"Anderson University","Anderson","IN","46012-3495",2,0,12680,0.5545,0.5678,23000,8792,22654,1053,0.7139,1862
178700,"Bethel College-Indiana","Mishawaka","IN","46545-5591",2,0,13453,0.7158,0.6466,18275,8792,17730,1047,0.7918,1579
183400,"Calumet College of Saint Joseph","Whiting","IN","46394",2,0,14657,0.4,0.3375,15500,8792,11517,855,0.5559,988
2615800,"College of Court Reporting Inc","Hobart","IN","46342",3,0,10708,0.7167,0.46545,19836,8792,21106,1036.5,0.7422,252
179200,"DePauw University","Greencastle","IN","46135-1772",2,0,16598,0.6121,0.7922,21000,8792,22171,1215,0.4277,2272
179300,"Earlham College","Richmond","IN","47374-4095",2,0,14943,0.637,0.71,21197,8792,19414,1262,0.5179,1016
179500,"University of Evansville","Evansville","IN","47722",2,0,13500,0.8409,0.6344,23638,8792,20396,1147,0.549,2373
179800,"Franklin College","Franklin","IN","46131-2623",2,0,12848,0.6002,0.571,24500,8792,20438,1010,0.7797,969
179900,"Goshen College","Goshen","IN","46526-4794",2,0,14115,0.5506,0.703,17000,8792,19001,1123,0.6314,778
180000,"Grace College and Theological Seminary","Winona Lake","IN","46590-1274",2,0,8046,0.7884,0.6053,17675,8792,15799,1050,0.5817,1286
180100,"Hanover College","Hanover","IN","47243",2,0,12306,0.6673,0.7186,22225,8792,21002,1130,0.6866,1159
180300,"Huntington University","Huntington","IN","46750",2,0,10779,0.9732,0.623,21875,8792,19192,1054,0.7142,1030
182800,"Indiana University-Purdue University-Fort Wayne","Fort Wayne","IN","46805-1499",1,0,5645,0.8309,0.2594,15517,14337,18259,996,0.4984,9795
180400,"University of Indianapolis","Indianapolis","IN","46227-3697",2,0,13724,0.8443,0.571,19200,8792,22293,1018,0.6715,4108
181500,"Indiana University-Northwest","Gary","IN","46408-1197",1,0,5114,0.7625,0.259,14950,13211,18259,918,0.4578,4764
182000,"Manchester University","North Manchester","IN","46962",2,0,10893,0.7116,0.4873,19500,8792,20151,1017,0.9173,1188
182100,"Marian University","Indianapolis","IN","46222-1997",2,0,13214,0.5795,0.524,23412.5,8792,19459,1024,0.7265,2054
182200,"Indiana Wesleyan University","Marion","IN","46953-4974",2,0,10115,0.9515,0.655,21500,8792,25340,1083,0.6958,10625
182700,"Purdue University-Calumet Campus","Hammond","IN","46323-2094",1,0,6683,0.6063,0.3131,16000,12007,18259,975,0.4291,7466
183200,"University of Saint Francis-Fort Wayne","Fort Wayne","IN","46808-3994",2,0,14943,0.5362,0.5356,20000,8792,16809,981,0.7907,1878
183500,"Saint Mary-of-the-Woods College","Saint Mary of the Woods","IN","47876-1099",2,0,12258,0.9754,0.6049,19813,8792,16466,895,0.7361,630
625700,"Saint Elizabeth School of Nursing","Lafayette","IN","47904-2198",2,0,4614,0.4762,0.46545,24500,8792,26617,940,0.8577,269
183800,"Taylor University","Upland","IN","46989-1001",2,0,16421,0.876,0.7415,20500,8792,19696,1214,0.4475,1873
183900,"Trine University","Angola","IN","46703-1764",2,0,10936,0.711,0.512,16950,8792,21183,1095,0.6083,1431
184200,"Valparaiso University","Valparaiso","IN","46383",2,0,17416,0.7969,0.7013,23250,8792,19952,1158,0.601,3209
184400,"Wabash College","Crawfordsville","IN","47933-0352",2,0,15342,0.7167,0.6908,20250,8792,22723,1036.5,0.6667,896
184600,"Briar Cliff University","Sioux City","IA","51104",2,0,11392,0.7167,0.4545,14875,8792,19000,1036.5,0.8262,999
184700,"Buena Vista University","Storm Lake","IA","50588",2,0,11004,0.6955,0.5265,17879,8792,18964,1050,0.8421,2125
185000,"Central College","Pella","IA","50219",2,0,14535,0.658,0.6493,27000,8792,21540,1089,0.7483,1303
185200,"Clarke University","Dubuque","IA","52001-3198",2,0,15322,0.7752,0.6952,20500,8792,22398,1048,0.7859,995
185400,"Coe College","Cedar Rapids","IA","52402-5092",2,0,12732,0.6171,0.6667,21875,8792,20822,1166,0.7199,1355
185600,"Cornell College","Mount Vernon","IA","52314-1098",2,0,12337,0.6411,0.6772,25015,8792,18783,1182,0.7331,1122
185900,"Dordt College","Sioux Center","IA","51250-1697",2,0,14324,0.7542,0.623,19500,8792,22615,1119,0.651,1338
186600,"Graceland University-Lamoni","Lamoni","IA","50140",2,0,10433,0.5018,0.4704,18089.5,8792,15767,969,0.6903,1434
186700,"Grand View University","Des Moines","IA","50316",2,0,13494,0.9542,0.4795,18500,8792,18229,979,0.7132,2079
187100,"Iowa Wesleyan College","Mount Pleasant","IA","52641",2,0,12505,0.6012,0.2992,16595.5,8792,18242,1005,0.8341,578
187300,"Loras College","Dubuque","IA","52004-0178",2,0,12625,0.6903,0.609,24225,8792,19175,1088,0.7572,1521
1111300,"Maharishi University of Management","Fairfield","IA","52557",2,0,8993,0.4189,0.3243,25936,8792,16555,1036.5,0.7472,316
187900,"Morningside College","Sioux City","IA","51106-1751",2,0,10189,0.5337,0.5799,19932,8792,18682,1050,0.7934,1267
188000,"Mount Mercy University","Cedar Rapids","IA","52402-4797",2,0,14864,0.6845,0.7286,19500,8792,20540,1010,0.774,1454
189000,"University of Northern Iowa","Cedar Falls","IA","50614-0005",1,0,5818,0.8331,0.6649,18500,15207,18259,1030,0.6131,10170
